Season,G#,Team,Opp,Spread,Over/Under,Result,vs. Line,OU Result
2022,5,GNB,NYG,-8.0,41.5,"L, 22-27",Lost,Over
2022,6,GNB,NYJ,-7.5,45.0,"L, 10-27",Lost,Under
2022,7,GNB,@WAS,-4.5,41.5,"L, 21-23",Lost,Over
2022,8,GNB,@BUF,10.5,47.0,"L, 17-27",Won,Under
2022,9,GNB,@DET,-3.5,49.5,"L, 9-15",Lost,Under
2022,10,GNB,DAL,4.0,44.5,"W, 31-28",Won,Over
2022,11,GNB,TEN,-3.0,41.0,"L, 17-27",Lost,Over
2022,12,GNB,@PHI,6.5,46.0,"L, 33-40",Lost,Over
2022,13,GNB,@CHI,-4.5,45.0,"W, 28-19",Won,Over
2022,14,GNB,LAR,-7.0,39.5,"W, 24-12",Won,Under
2022,15,GNB,@MIA,3.5,49.5,"W, 26-20",Won,Under
2022,16,GNB,MIN,-3.0,47.5,"W, 41-17",Won,Over
2022,17,GNB,DET,-5.0,49.0,"L, 16-20",Lost,Under
2022,1,HTX,IND,7.0,45.5,"T, 20-20",Won,Under
2022,2,HTX,@DEN,10.0,45.5,"L, 9-16",Won,Under
2022,3,HTX,@CHI,3.0,39.0,"L, 20-23",Push,Over
2022,4,HTX,LAC,6.0,45.0,"L, 24-34",Lost,Over
2022,5,HTX,@JAX,7.0,43.5,"W, 13-6",Won,Under
2022,6,HTX,@LVR,7.0,46.0,"L, 20-38",Lost,Over
2022,7,HTX,TEN,3.5,39.0,"L, 10-17",Lost,Under
2022,8,HTX,PHI,13.5,45.5,"L, 17-29",Won,Over
2022,9,HTX,@NYG,4.5,41.0,"L, 16-24",Lost,Under
2022,10,HTX,WAS,3.0,41.0,"L, 10-23",Lost,Under
2022,11,HTX,@MIA,14.0,47.0,"L, 15-30",Lost,Under
2022,12,HTX,CLE,8.0,46.5,"L, 14-27",Lost,Under
2022,13,HTX,@DAL,17.0,44.0,"L, 23-27",Won,Over
2022,14,HTX,KAN,14.5,48.5,"L, 24-30",Won,Over
2022,15,HTX,@TEN,3.0,35.5,"W, 19-14",Won,Under
2022,16,HTX,JAX,3.0,43.0,"L, 3-31",Lost,Under
2022,17,HTX,@IND,2.5,37.5,"W, 32-31",Won,Over
2022,1,CLT,@HOU,-7.0,45.5,"T, 20-20",Lost,Under
2022,2,CLT,@JAX,-3.0,45.0,"L, 0-24",Lost,Under
2022,3,CLT,KAN,5.5,51.0,"W, 20-17",Won,Under
2022,4,CLT,TEN,-3.5,43.0,"L, 17-24",Lost,Under
2022,5,CLT,@DEN,3.0,42.0,"W, 12-9",Won,Under
2022,6,CLT,JAX,-1.5,41.0,"W, 34-27",Won,Over
2022,7,CLT,@TEN,2.5,41.5,"L, 10-19",Lost,Under
2022,8,CLT,WAS,-3.0,39.5,"L, 16-17",Lost,Under
2022,9,CLT,@NWE,5.0,40.5,"L, 3-26",Lost,Under
2022,10,CLT,@LVR,4.0,41.0,"W, 25-20",Won,Over
2022,11,CLT,PHI,6.5,45.5,"L, 16-17",Won,Under
2022,12,CLT,PIT,-2.5,39.5,"L, 17-24",Lost,Over
2022,13,CLT,@DAL,10.5,44.5,"L, 19-54",Lost,Over
2022,14,CLT,@MIN,3.5,47.5,"L, 36-39",Won,Over
2022,15,CLT,LAC,4.0,45.5,"L, 3-20",Lost,Under
2022,16,CLT,@NYG,5.5,39.0,"L, 10-38",Lost,Over
2022,17,CLT,HOU,-2.5,37.5,"L, 31-32",Lost,Over
2022,1,JAX,@WAS,3.0,43.0,"L, 22-28",Lost,Over
2022,2,JAX,IND,3.0,45.0,"W, 24-0",Won,Under
2022,3,JAX,@LAC,3.0,42.5,"W, 38-10",Won,Over
2022,4,JAX,@PHI,6.5,45.5,"L, 21-29",Lost,Over
2022,5,JAX,HOU,-7.0,43.5,"L, 6-13",Lost,Under
2022,6,JAX,@IND,1.5,41.0,"L, 27-34",Lost,Over
2022,7,JAX,NYG,-3.0,43.5,"L, 17-23",Lost,Under
2022,8,JAX,DEN,-2.0,40.5,"L, 17-21",Lost,Under
2022,9,JAX,LVR,2.5,48.0,"W, 27-20",Won,Under
2022,10,JAX,@KAN,9.0,51.0,"L, 17-27",Lost,Under
2022,11,JAX,BAL,3.5,43.0,"W, 28-27",Won,Over
2022,12,JAX,@DET,1.0,51.0,"L, 14-40",Lost,Over
2022,13,JAX,@TEN,3.5,41.0,"W, 36-22",Won,Over
2022,14,JAX,DAL,4.0,48.0,"W, 40-34",Won,Over
2022,15,JAX,@NYJ,2.0,37.0,"W, 19-3",Won,Under
2022,16,JAX,@HOU,-3.0,43.0,"W, 31-3",Won,Under
2022,17,JAX,TEN,-6.5,40.0,"W, 20-16",Lost,Under
2022,18,JAX,LAC,2.5,47.5,"W, 31-30",Won,Over
2022,19,JAX,@KAN,9.0,52.5,"L, 20-27",Won,Under
2022,1,KAN,@ARI,-6.5,54.0,"W, 44-21",Won,Over
2022,2,KAN,LAC,-4.0,54.0,"W, 27-24",Lost,Under
2022,3,KAN,@IND,-5.5,51.0,"L, 17-20",Lost,Under
2022,4,KAN,@TAM,1.0,46.0,"W, 41-31",Won,Over
2022,5,KAN,LVR,-7.0,51.5,"W, 30-29",Lost,Over
2022,6,KAN,BUF,2.5,54.0,"L, 20-24",Lost,Under
2022,7,KAN,@SFO,-1.0,49.0,"W, 44-23",Won,Over
2022,8,KAN,TEN,-12.5,45.5,"W, 20-17",Lost,Under
2022,9,KAN,JAX,-9.0,51.0,"W, 27-17",Won,Under
2022,10,KAN,@LAC,-5.0,52.5,"W, 30-27",Lost,Over
2022,11,KAN,LAR,-15.5,42.0,"W, 26-10",Won,Under
2022,12,KAN,@CIN,-2.5,53.0,"L, 24-27",Lost,Under
2022,13,KAN,@DEN,-8.5,44.0,"W, 34-28",Lost,Over
2022,14,KAN,@HOU,-14.5,48.5,"W, 30-24",Lost,Over
2022,15,KAN,SEA,-10.0,49.5,"W, 24-10",Won,Under
2022,16,KAN,DEN,-12.5,45.0,"W, 27-24",Lost,Over
2022,17,KAN,@LVR,-9.0,52.5,"W, 31-13",Won,Under
2022,18,KAN,JAX,-9.0,52.5,"W, 27-20",Lost,Under
2022,19,KAN,CIN,-1.5,48.0,"W, 23-20",Won,Under
2022,20,KAN,PHI,1.0,51.0,"W, 38-35",Won,Over
2022,1,SDG,LVR,-3.5,52.5,"W, 24-19",Won,Under
2022,2,SDG,@KAN,4.0,54.0,"L, 24-27",Won,Under
2022,3,SDG,JAX,-3.0,42.5,"L, 10-38",Lost,Over
2022,4,SDG,@HOU,-6.0,45.0,"W, 34-24",Won,Over
2022,5,SDG,@CLE,-1.0,47.0,"W, 30-28",Won,Over
2022,6,SDG,DEN,-4.5,45.5,"W, 19-16",Lost,Under
2022,7,SDG,SEA,-4.5,50.5,"L, 23-37",Lost,Over
2022,8,SDG,@ATL,-3.0,49.5,"W, 20-17",Push,Under
2022,9,SDG,@SFO,7.5,45.0,"L, 16-22",Won,Under
2022,10,SDG,KAN,5.0,52.5,"L, 27-30",Won,Over
2022,11,SDG,@ARI,-2.5,48.5,"W, 25-24",Lost,Over
2022,12,SDG,@LVR,2.5,49.5,"L, 20-27",Lost,Under
2022,13,SDG,MIA,3.0,53.5,"W, 23-17",Won,Under
2022,14,SDG,TEN,-3.0,46.5,"W, 17-14",Push,Under
2022,15,SDG,@IND,-4.0,45.5,"W, 20-3",Won,Under
2022,16,SDG,LAR,-6.5,41.5,"W, 31-10",Won,Under
2022,17,SDG,@DEN,3.0,39.5,"L, 28-31",Push,Over
2022,18,SDG,@JAX,-2.5,47.5,"L, 30-31",Lost,Over
2022,1,RAM,BUF,2.5,52.0,"L, 10-31",Lost,Under
2022,2,RAM,ATL,-10.0,46.5,"W, 31-27",Lost,Over
2022,3,RAM,@ARI,-3.5,48.5,"W, 20-12",Won,Under
2022,4,RAM,@SFO,1.5,42.5,"L, 9-24",Lost,Under
2022,5,RAM,DAL,-5.5,42.0,"L, 10-22",Lost,Under
2022,6,RAM,CAR,-10.0,41.5,"W, 24-10",Won,Under
2022,7,RAM,SFO,-2.5,42.0,"L, 14-31",Lost,Over
2022,8,RAM,@TAM,3.0,42.5,"L, 13-16",Push,Under
2022,9,RAM,ARI,-2.5,39.5,"L, 17-27",Lost,Over
2022,10,RAM,@NOR,2.5,39.0,"L, 20-27",Lost,Over
2022,11,RAM,@KAN,15.5,42.0,"L, 10-26",Lost,Under
2022,12,RAM,SEA,7.0,41.0,"L, 23-27",Won,Over
2022,13,RAM,LVR,6.0,44.5,"W, 17-16",Won,Under
2022,14,RAM,@GNB,7.0,39.5,"L, 12-24",Lost,Under
2022,15,RAM,DEN,3.0,36.5,"W, 51-14",Won,Over
2022,16,RAM,@LAC,6.5,41.5,"L, 10-31",Lost,Under
2022,17,RAM,@SEA,6.0,41.5,"L, 16-19",Won,Under
2022,1,RAI,@LAC,3.5,52.5,"L, 19-24",Lost,Under
2022,2,RAI,ARI,-5.5,51.5,"L, 23-29",Lost,Over
2022,3,RAI,@TEN,-2.0,45.5,"L, 22-24",Lost,Over
2022,4,RAI,DEN,-2.5,45.5,"W, 32-23",Won,Over
2022,5,RAI,@KAN,7.0,51.5,"L, 29-30",Won,Over
2022,6,RAI,HOU,-7.0,46.0,"W, 38-20",Won,Over
2022,7,RAI,@NOR,-1.5,49.5,"L, 0-24",Lost,Under
2022,8,RAI,@JAX,-2.5,48.0,"L, 20-27",Lost,Under
2022,9,RAI,IND,-4.0,41.0,"L, 20-25",Lost,Over
2022,10,RAI,@DEN,2.5,41.0,"W, 22-16",Won,Under
2022,11,RAI,@SEA,4.0,47.5,"W, 40-34",Won,Over
2022,12,RAI,LAC,-2.5,49.5,"W, 27-20",Won,Under
2022,13,RAI,@LAR,-6.0,44.5,"L, 16-17",Lost,Under
2022,14,RAI,NWE,-1.5,45.0,"W, 30-24",Won,Over
2022,15,RAI,@PIT,2.0,38.0,"L, 10-13",Lost,Under
2022,16,RAI,SFO,9.5,42.5,"L, 34-37",Won,Over
2022,17,RAI,KAN,9.0,52.5,"L, 13-31",Lost,Under
2022,1,MIA,NWE,-3.0,46.0,"W, 20-7",Won,Under
2022,2,MIA,@BAL,3.5,44.5,"W, 42-38",Won,Over
2022,3,MIA,BUF,4.5,53.0,"W, 21-19",Won,Under
2022,4,MIA,@CIN,3.5,47.5,"L, 15-27",Lost,Under
2022,5,MIA,@NYJ,-3.5,45.0,"L, 17-40",Lost,Over
2022,6,MIA,MIN,3.0,45.5,"L, 16-24",Lost,Under
2022,7,MIA,PIT,-7.5,44.5,"W, 16-10",Lost,Under
2022,8,MIA,@DET,-3.5,51.5,"W, 31-27",Won,Over
2022,9,MIA,@CHI,-4.0,45.5,"W, 35-32",Lost,Over
2022,10,MIA,CLE,-3.5,49.5,"W, 39-17",Won,Over
2022,11,MIA,HOU,-14.0,47.0,"W, 30-15",Won,Under
2022,12,MIA,@SFO,4.5,45.5,"L, 17-33",Lost,Over
2022,13,MIA,@LAC,-3.0,53.5,"L, 17-23",Lost,Under
2022,14,MIA,@BUF,7.0,43.5,"L, 29-32",Won,Over
2022,15,MIA,GNB,-3.5,49.5,"L, 20-26",Lost,Under
2022,16,MIA,@NWE,2.5,41.0,"L, 21-23",Won,Over
2022,17,MIA,NYJ,-3.5,37.0,"W, 11-6",Won,Under
2022,18,MIA,@BUF,13.5,43.5,"L, 31-34",Won,Over
2022,1,MIN,GNB,-2.5,46.0,"W, 23-7",Won,Under
2022,2,MIN,@PHI,2.5,50.5,"L, 7-24",Lost,Under
2022,3,MIN,DET,-6.0,52.5,"W, 28-24",Lost,Under
2022,4,MIN,@NOR,-3.5,42.0,"W, 28-25",Lost,Over
2022,5,MIN,CHI,-7.5,44.0,"W, 29-22",Lost,Over
2022,6,MIN,@MIA,-3.0,45.5,"W, 24-16",Won,Under
2022,7,MIN,ARI,-3.5,48.5,"W, 34-26",Won,Over
2022,8,MIN,@WAS,-3.0,43.5,"W, 20-17",Push,Under
2022,9,MIN,@BUF,6.5,44.5,"W, 33-30",Won,Over
2022,10,MIN,DAL,1.5,48.5,"L, 3-40",Lost,Under
2022,11,MIN,NWE,-2.5,42.5,"W, 33-26",Won,Over
2022,12,MIN,NYJ,-3.0,44.5,"W, 27-22",Won,Over
2022,13,MIN,@DET,2.0,51.5,"L, 23-34",Lost,Over
2022,14,MIN,IND,-3.5,47.5,"W, 39-36",Lost,Over
2022,15,MIN,NYG,-4.0,49.5,"W, 27-24",Lost,Over
2022,16,MIN,@GNB,3.0,47.5,"L, 17-41",Lost,Over
2022,17,MIN,@CHI,-7.0,42.5,"W, 29-13",Won,Under
2022,18,MIN,NYG,-3.0,48.0,"L, 24-31",Lost,Over
2022,1,NWE,@MIA,3.0,46.0,"L, 7-20",Lost,Under
2022,2,NWE,@PIT,-2.5,40.5,"W, 17-14",Won,Under
2022,3,NWE,BAL,2.5,44.0,"L, 26-37",Lost,Over
2022,4,NWE,@GNB,9.5,40.0,"L, 24-27",Won,Over
2022,5,NWE,DET,-3.0,45.5,"W, 29-0",Won,Under
2022,6,NWE,@CLE,2.5,43.0,"W, 38-15",Won,Over
2022,7,NWE,CHI,-8.5,40.5,"L, 14-33",Lost,Over
2022,8,NWE,@NYJ,-2.5,40.0,"W, 22-17",Won,Under
2022,9,NWE,IND,-5.0,40.5,"W, 26-3",Won,Under
2022,10,NWE,NYJ,-3.5,38.0,"W, 10-3",Won,Under
2022,11,NWE,@MIN,2.5,42.5,"L, 26-33",Lost,Over
2022,12,NWE,BUF,3.5,43.5,"L, 10-24",Lost,Under
2022,13,NWE,@ARI,-1.5,43.5,"W, 27-13",Won,Under
2022,14,NWE,@LVR,1.5,45.0,"L, 24-30",Lost,Over
2022,15,NWE,CIN,3.0,41.5,"L, 18-22",Lost,Under
2022,16,NWE,MIA,-2.5,41.0,"W, 23-21",Lost,Over
2022,17,NWE,@BUF,7.5,43.5,"L, 23-35",Lost,Over
2022,1,NOR,@ATL,-5.5,43.5,"W, 27-26",Lost,Over
2022,2,NOR,TAM,2.5,44.0,"L, 10-20",Lost,Under
2022,3,NOR,@CAR,-2.5,41.0,"L, 14-22",Lost,Under
2022,4,NOR,MIN,3.5,42.0,"L, 25-28",Won,Over
2022,5,NOR,SEA,-5.0,45.0,"W, 39-32",Won,Over
2022,6,NOR,CIN,3.0,43.0,"L, 26-30",Lost,Over
2022,7,NOR,@ARI,2.5,44.0,"L, 34-42",Lost,Over
2022,8,NOR,LVR,1.5,49.5,"W, 24-0",Won,Under
2022,9,NOR,BAL,1.5,46.5,"L, 13-27",Lost,Under
2022,10,NOR,@PIT,-1.0,40.0,"L, 10-20",Lost,Under
2022,11,NOR,LAR,-2.5,39.0,"W, 27-20",Won,Over
2022,12,NOR,@SFO,9.0,43.0,"L, 0-13",Lost,Under
2022,13,NOR,@TAM,3.0,41.0,"L, 16-17",Won,Under
2022,14,NOR,ATL,-4.0,43.5,"W, 21-18",Lost,Under
2022,15,NOR,@CLE,3.0,32.0,"W, 17-10",Won,Under
2022,16,NOR,@PHI,5.5,41.5,"W, 20-10",Won,Under
2022,17,NOR,CAR,-3.5,41.5,"L, 7-10",Lost,Under
2022,1,NYG,@TEN,5.0,44.0,"W, 21-20",Won,Under
2022,2,NYG,CAR,-2.0,43.5,"W, 19-16",Won,Under
2022,3,NYG,DAL,-1.0,39.0,"L, 16-23",Lost,Push
2022,4,NYG,CHI,-3.0,39.0,"W, 20-12",Won,Under
2022,5,NYG,@GNB,8.0,41.5,"W, 27-22",Won,Over
2022,6,NYG,BAL,5.5,45.5,"W, 24-20",Won,Under
2022,7,NYG,@JAX,3.0,43.5,"W, 23-17",Won,Under
2022,8,NYG,@SEA,3.0,44.5,"L, 13-27",Lost,Under
2022,9,NYG,HOU,-4.5,41.0,"W, 24-16",Won,Under
2022,10,NYG,DET,-3.0,44.5,"L, 18-31",Lost,Over
2022,11,NYG,@DAL,10.0,45.5,"L, 20-28",Won,Over
2022,12,NYG,WAS,2.0,40.5,"T, 20-20",Won,Under
2022,13,NYG,PHI,7.0,45.0,"L, 22-48",Lost,Over
2022,14,NYG,@WAS,4.5,40.5,"W, 20-12",Won,Under
2022,15,NYG,@MIN,4.0,49.5,"L, 24-27",Won,Over
2022,16,NYG,IND,-5.5,39.0,"W, 38-10",Won,Over
2022,17,NYG,@PHI,16.0,42.0,"L, 16-22",Won,Under
2022,18,NYG,@MIN,3.0,48.0,"W, 31-24",Won,Over
2022,19,NYG,@PHI,7.5,48.0,"L, 7-38",Lost,Under
2022,1,NYJ,BAL,6.5,44.0,"L, 9-24",Lost,Under
2022,2,NYJ,@CLE,6.5,39.5,"W, 31-30",Won,Over
2022,3,NYJ,CIN,6.0,45.0,"L, 12-27",Lost,Under
2022,4,NYJ,@PIT,3.5,41.5,"W, 24-20",Won,Over
2022,5,NYJ,MIA,3.5,45.0,"W, 40-17",Won,Over
2022,6,NYJ,@GNB,7.5,45.0,"W, 27-10",Won,Under
2022,7,NYJ,@DEN,-1.5,37.0,"W, 16-9",Won,Under
2022,8,NYJ,NWE,2.5,40.0,"L, 17-22",Lost,Under
2022,9,NYJ,BUF,11.0,46.0,"W, 20-17",Won,Under
2022,10,NYJ,@NWE,3.5,38.0,"L, 3-10",Lost,Under
2022,11,NYJ,CHI,-7.0,38.5,"W, 31-10",Won,Over
2022,12,NYJ,@MIN,3.0,44.5,"L, 22-27",Lost,Over
2022,13,NYJ,@BUF,10.0,43.0,"L, 12-20",Won,Under
2022,14,NYJ,DET,-1.0,43.5,"L, 17-20",Lost,Under
2022,15,NYJ,JAX,-2.0,37.0,"L, 3-19",Lost,Under
2022,16,NYJ,@SEA,-1.5,42.5,"L, 6-23",Lost,Under
2022,17,NYJ,@MIA,3.5,37.0,"L, 6-11",Lost,Under
2022,1,PHI,@DET,-6.0,48.5,"W, 38-35",Lost,Over
2022,2,PHI,MIN,-2.5,50.5,"W, 24-7",Won,Under
2022,3,PHI,@WAS,-6.0,47.5,"W, 24-8",Won,Under
2022,4,PHI,JAX,-6.5,45.5,"W, 29-21",Won,Over
2022,5,PHI,@ARI,-5.0,49.0,"W, 20-17",Lost,Under
2022,6,PHI,DAL,-6.5,42.0,"W, 26-17",Won,Over
2022,7,PHI,PIT,-10.5,43.0,"W, 35-13",Won,Over
2022,8,PHI,@HOU,-13.5,45.5,"W, 29-17",Lost,Over
2022,9,PHI,WAS,-10.5,43.5,"L, 21-32",Lost,Over
2022,10,PHI,@IND,-6.5,45.5,"W, 17-16",Lost,Under
2022,11,PHI,GNB,-6.5,46.0,"W, 40-33",Won,Over
2022,12,PHI,TEN,-4.0,44.0,"W, 35-10",Won,Over
2022,13,PHI,@NYG,-7.0,45.0,"W, 48-22",Won,Over
2022,14,PHI,@CHI,-8.5,48.5,"W, 25-20",Lost,Under
2022,15,PHI,@DAL,4.5,47.0,"L, 34-40",Lost,Over
2022,16,PHI,NOR,-5.5,41.5,"L, 10-20",Lost,Under
2022,17,PHI,NYG,-16.0,42.0,"W, 22-16",Lost,Under
2022,18,PHI,NYG,-7.5,48.0,"W, 38-7",Won,Under
2022,19,PHI,SFO,-2.5,45.5,"W, 31-7",Won,Under
2022,20,PHI,KAN,-1.0,51.0,"L, 35-38",Lost,Over
2022,1,PIT,@CIN,7.0,44.0,"W, 23-20",Won,Under
2022,2,PIT,NWE,2.5,40.5,"L, 14-17",Lost,Under
2022,3,PIT,@CLE,4.5,38.5,"L, 17-29",Lost,Over
2022,4,PIT,NYJ,-3.5,41.5,"L, 20-24",Lost,Over
2022,5,PIT,@BUF,14.0,45.5,"L, 3-38",Lost,Under
2022,6,PIT,TAM,9.5,46.0,"W, 20-18",Won,Under
2022,7,PIT,@MIA,7.5,44.5,"L, 10-16",Won,Under
2022,8,PIT,@PHI,10.5,43.0,"L, 13-35",Lost,Over
2022,9,PIT,NOR,1.0,40.0,"W, 20-10",Won,Under
2022,10,PIT,CIN,3.5,40.0,"L, 30-37",Lost,Over
2022,11,PIT,@IND,2.5,39.5,"W, 24-17",Won,Over
2022,12,PIT,@ATL,1.0,43.0,"W, 19-16",Won,Under
2022,13,PIT,BAL,-1.5,36.5,"L, 14-16",Lost,Under
2022,14,PIT,@CAR,2.5,37.5,"W, 24-16",Won,Over
2022,15,PIT,LVR,-2.0,38.0,"W, 13-10",Won,Under
2022,16,PIT,@BAL,2.5,35.0,"W, 16-13",Won,Under
2022,17,PIT,CLE,-2.5,40.0,"W, 28-14",Won,Over
2022,1,SEA,DEN,6.5,44.5,"W, 17-16",Won,Under
2022,2,SEA,@SFO,9.0,40.5,"L, 7-27",Lost,Under
2022,3,SEA,ATL,-1.0,42.0,"L, 23-27",Lost,Over
2022,4,SEA,@DET,3.5,48.0,"W, 48-45",Won,Over
2022,5,SEA,@NOR,5.0,45.0,"L, 32-39",Lost,Over
2022,6,SEA,ARI,2.5,50.5,"W, 19-9",Won,Under
2022,7,SEA,@LAC,4.5,50.5,"W, 37-23",Won,Over
2022,8,SEA,NYG,-3.0,44.5,"W, 27-13",Won,Under
2022,9,SEA,@ARI,2.0,49.0,"W, 31-21",Won,Over
2022,10,SEA,@TAM,2.5,45.0,"L, 16-21",Lost,Under
2022,11,SEA,LVR,-4.0,47.5,"L, 34-40",Lost,Over
2022,12,SEA,@LAR,-7.0,41.0,"W, 27-23",Lost,Over
2022,13,SEA,CAR,-4.0,44.5,"L, 24-30",Lost,Over
2022,14,SEA,SFO,3.0,43.0,"L, 13-21",Lost,Under
2022,15,SEA,@KAN,10.0,49.5,"L, 10-24",Lost,Under
2022,16,SEA,NYJ,1.5,42.5,"W, 23-6",Won,Under
2022,17,SEA,LAR,-6.0,41.5,"W, 19-16",Lost,Under
2022,18,SEA,@SFO,9.5,42.0,"L, 23-41",Lost,Over
2022,1,SFO,@CHI,-6.0,38.0,"L, 10-19",Lost,Under
2022,2,SFO,SEA,-9.0,40.5,"W, 27-7",Won,Under
2022,3,SFO,@DEN,-1.5,44.5,"L, 10-11",Lost,Under
2022,4,SFO,LAR,-1.5,42.5,"W, 24-9",Won,Under
2022,5,SFO,@CAR,-6.5,39.5,"W, 37-15",Won,Over
2022,6,SFO,@ATL,-4.5,45.0,"L, 14-28",Lost,Under
2022,7,SFO,KAN,1.0,49.0,"L, 23-44",Lost,Over
2022,8,SFO,@LAR,2.5,42.0,"W, 31-14",Won,Over
2022,9,SFO,LAC,-7.5,45.0,"W, 22-16",Lost,Under
2022,10,SFO,@ARI,-8.0,43.0,"W, 38-10",Won,Over
2022,11,SFO,NOR,-9.0,43.0,"W, 13-0",Won,Under
2022,12,SFO,MIA,-4.5,45.5,"W, 33-17",Won,Over
2022,13,SFO,TAM,-3.5,37.5,"W, 35-7",Won,Over
2022,14,SFO,@SEA,-3.0,43.0,"W, 21-13",Won,Under
2022,15,SFO,WAS,-6.5,37.5,"W, 37-20",Won,Over
2022,16,SFO,@LVR,-9.5,42.5,"W, 37-34",Lost,Over
2022,17,SFO,ARI,-14.0,39.5,"W, 38-13",Won,Over
2022,18,SFO,SEA,-9.5,42.0,"W, 41-23",Won,Over
2022,19,SFO,DAL,-4.0,47.0,"W, 19-12",Won,Under
2022,20,SFO,@PHI,2.5,45.5,"L, 7-31",Lost,Under
2022,1,TAM,@DAL,-2.0,50.0,"W, 19-3",Won,Under
2022,2,TAM,@NOR,-2.5,44.0,"W, 20-10",Won,Under
2022,3,TAM,GNB,-1.0,42.0,"L, 12-14",Lost,Under
2022,4,TAM,KAN,-1.0,46.0,"L, 31-41",Lost,Over
2022,5,TAM,ATL,-10.0,46.5,"W, 21-15",Lost,Under
2022,6,TAM,@PIT,-9.5,46.0,"L, 18-20",Lost,Under
2022,7,TAM,@CAR,-13.0,39.5,"L, 3-21",Lost,Under
2022,8,TAM,BAL,-1.5,45.5,"L, 22-27",Lost,Over
2022,9,TAM,LAR,-3.0,42.5,"W, 16-13",Push,Under
2022,10,TAM,SEA,-2.5,45.0,"W, 21-16",Won,Under
2022,11,TAM,@CLE,-3.0,42.0,"L, 17-23",Lost,Under
2022,12,TAM,NOR,-3.0,41.0,"W, 17-16",Lost,Under
2022,13,TAM,@SFO,3.5,37.5,"L, 7-35",Lost,Over
2022,14,TAM,CIN,3.5,45.0,"L, 23-34",Lost,Over
2022,15,TAM,@ARI,-7.5,40.5,"W, 19-16",Lost,Under
2022,16,TAM,CAR,-3.5,40.5,"W, 30-24",Won,Over
2022,17,TAM,@ATL,4.0,40.5,"L, 17-30",Lost,Over
2022,18,TAM,DAL,2.5,45.5,"L, 14-31",Lost,Under
2022,1,OTI,NYG,-5.0,44.0,"L, 20-21",Lost,Under
2022,2,OTI,@BUF,10.0,47.5,"L, 7-41",Lost,Over
2022,3,OTI,LVR,2.0,45.5,"W, 24-22",Won,Over
2022,4,OTI,@IND,3.5,43.0,"W, 24-17",Won,Under
2022,5,OTI,@WAS,-2.0,43.0,"W, 21-17",Won,Under
2022,6,OTI,IND,-2.5,41.5,"W, 19-10",Won,Under
2022,7,OTI,@HOU,-3.5,39.0,"W, 17-10",Won,Under
2022,8,OTI,@KAN,12.5,45.5,"L, 17-20",Won,Under
2022,9,OTI,DEN,-2.5,39.0,"W, 17-10",Won,Under
2022,10,OTI,@GNB,3.0,41.0,"W, 27-17",Won,Over
2022,11,OTI,CIN,1.5,43.0,"L, 16-20",Lost,Under
2022,12,OTI,@PHI,4.0,44.0,"L, 10-35",Lost,Over
2022,13,OTI,JAX,-3.5,41.0,"L, 22-36",Lost,Over
2022,14,OTI,@LAC,3.0,46.5,"L, 14-17",Push,Under
2022,15,OTI,HOU,-3.0,35.5,"L, 14-19",Lost,Under
2022,16,OTI,DAL,12.5,39.5,"L, 13-27",Lost,Over
2022,17,OTI,@JAX,6.5,40.0,"L, 16-20",Won,Under
2022,1,WAS,JAX,-3.0,43.0,"W, 28-22",Won,Over
2022,2,WAS,@DET,1.5,48.5,"L, 27-36",Lost,Over
2022,3,WAS,PHI,6.0,47.5,"L, 8-24",Lost,Under
2022,4,WAS,@DAL,3.0,41.5,"L, 10-25",Lost,Under
2022,5,WAS,TEN,2.0,43.0,"L, 17-21",Lost,Under
2022,6,WAS,@CHI,-1.0,38.0,"W, 12-7",Won,Under
2022,7,WAS,GNB,4.5,41.5,"W, 23-21",Won,Over
2022,8,WAS,@IND,3.0,39.5,"W, 17-16",Won,Under
2022,9,WAS,MIN,3.0,43.5,"L, 17-20",Push,Under
2022,10,WAS,@PHI,10.5,43.5,"W, 32-21",Won,Over
2022,11,WAS,@HOU,-3.0,41.0,"W, 23-10",Won,Under
2022,12,WAS,ATL,-4.0,40.5,"W, 19-13",Won,Under
2022,13,WAS,@NYG,-2.0,40.5,"T, 20-20",Lost,Under
2022,14,WAS,NYG,-4.5,40.5,"L, 12-20",Lost,Under
2022,15,WAS,@SFO,6.5,37.5,"L, 20-37",Lost,Over
2022,16,WAS,CLE,-2.0,40.5,"L, 10-24",Lost,Under
2022,17,WAS,DAL,7.0,40.0,"W, 26-6",Won,Under
2022,1,DEN,@SEA,-6.5,44.5,"L, 16-17",Lost,Under
2022,2,DEN,HOU,-10.0,45.5,"W, 16-9",Lost,Under
2022,3,DEN,SFO,1.5,44.5,"W, 11-10",Won,Under
2022,4,DEN,@LVR,2.5,45.5,"L, 23-32",Lost,Over
2022,5,DEN,IND,-3.0,42.0,"L, 9-12",Lost,Under
2022,6,DEN,@LAC,4.5,45.5,"L, 16-19",Won,Under
2022,7,DEN,NYJ,1.5,37.0,"L, 9-16",Lost,Under
2022,8,DEN,@JAX,2.0,40.5,"W, 21-17",Won,Under
2022,9,DEN,@TEN,2.5,39.0,"L, 10-17",Lost,Under
2022,10,DEN,LVR,-2.5,41.0,"L, 16-22",Lost,Under
2022,11,DEN,@CAR,-1.0,36.0,"L, 10-23",Lost,Under
